Installation Name,Stop ID,Site,Asset Installed (F),Product Name,Council District,Project Type,Project Planning,Installation Status,Site Design Status,Site Design,Install Completed (A),Shelter Size,Power Source,Power AP ID
City Av & 47th St - FS NE,6237,City Av & 47th St - FS NE,05/10/2021,Static Bus Shelter,4,New Design & Install,Philly Bus Shelter - Static - FY6,Live,Completed,City Av & 47th St - FS NE,05/10/2021,Standard,Solar,
Parkside Av & 40th St SW,635,Parkside Av & 40th St SW,04/12/2021,Static Bus Shelter,3,New Design & Install,Philly Bus Shelter - Static - FY6,Live,Completed,Parkside Av & 40th St SW,04/22/2021,Standard,Solar,
Frankford Av & Bridge St - FS NE,30388,Frankford Av & Bridge St - FS NE,04/12/2021,Static Bus Shelter,7,New Design & Install,Philly Bus Shelter - Static - FY6,Live,Completed,Frankford Av & Bridge St - FS NE,04/20/2021,Standard,Solar,
29th St & Cecil B Moore Av NW,2887,29th St & Cecil B Moore Av NW,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY6,Live,Completed,29th St & Cecil B Moore Av NW,04/05/2021,Standard,PECO Wood Pole,
Spring Garden St & 8th St - FS,18439,Spring Garden St & 8th St - FS - Shelter 282,,Static Bus Shelter,1,Refresh D&I,Philly Bus Shelter - Static - FY6,Live,Completed,Spring Garden St & 8th St - FS,03/30/2021,Standard,Solar,
7th St & Girard Av SE,737,7th St & Girard Av SE,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY6,Live,Completed,7th St & Girard Av SE,03/26/2021,Standard,Solar,
Rising Sun Av & Levick St NE,16726,Rising Sun Av & Levick St NE,,Static Bus Shelter,9,New Design & Install,Philly Bus Shelter - Static - FY6,Live,Completed,Rising Sun Av & Levick St NE,03/23/2021,Standard,Solar,
Market St & Schuylkill Av SW,21529,Market St & Schuylkill Av SW,,Static Bus Shelter,3,Refresh D&I,Philly Bus Shelter - Static - FY6,Live,Completed,Market St & Schuylkill Av SW,03/22/2021,Small,Solar,
Germantown & Armat Ave SE,15655,Germantown & Armat Ave SE,,Static Bus Shelter,,New Design & Install,Philly Bus Shelter - Static - FY6,Pending Placement Approval,Pending Placement Approval,Germantown & Armat Ave SE,03/19/2021,Standard,City Lighting,
Lehigh Av & Germantown Av - FS SE,9378,Lehigh Av & Germantown Av - FS SE,,Static Bus Shelter,5,Refresh D&I,Philly Bus Shelter - Static - FY6,Live,Completed,Lehigh Av & Germantown Av - FS SE,03/17/2021,Standard,Solar,
Lehigh Av & Broad St SW,9375,Lehigh Av & Broad St SW,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY6,Live,Completed,Lehigh Av & Broad St SW,03/15/2021,High Rider,Solar,
Cottman Av & Whitaker Av - FS NE,1027,Cottman Av & Whitaker Av - FS NE,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY6,Live,Completed,Cottman Av & Whitaker Av - FS NE,03/12/2021,Standard,Solar,
Chestnut St & 9th St SW,6114,Chestnut St & 9th St SW,,Static Bus Shelter,1,Refresh D&I,Philly Bus Shelter - Static - FY6,Live,Completed,Chestnut St & 9th St SW,03/08/2021,Small,City Lighting,
Frankford Av & Knorr St SE,21824,Frankford Av & Knorr St - Shelter 779,,Static Bus Shelter,6,Refresh D&I,Philly Bus Shelter - Static - FY6,Live,Completed,Frankford Av & Knorr St SE,03/04/2021,Standard,Solar,
Chelten Av & Greene St FS SW,15663,Chelten Av & Greene St FS SW,,Static Bus Shelter,8,New Design & Install,Philly Bus Shelter - Static - FY5,Pending Placement Approval,Pending Placement Approval,Chelten Av & Greene St FS SW,03/02/2021,High Rider,City Lighting,413475
Market St & 11th St NE,10258,Market St & 11th St NE,,Static Bus Shelter,1,Refresh D&I,Philly Bus Shelter - Static - FY6,Live,Completed,Market St & 11th St NE,02/24/2021,High Rider,City Lighting,
Rising Sun Av & Adams Av NE,16736,Rising Sun Av & Adams Av NE,,Static Bus Shelter,9,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,Rising Sun Av & Adams Av NE,01/08/2021,Standard,Solar,
Bustleton Av & Tyson Av,23289,Bustleton Av & Tyson Av - Shelter 79,,Static Bus Shelter,6,Refresh D&I,Philly Bus Shelter - Static - FY6,Live,Completed,Bustleton Av & Tyson Av,01/05/2021,Small,Solar,
Castor Av & Everett Av,20449,Castor Av & Everett Av - Shelter 88,,Static Bus Shelter,7,Refresh D&I,Philly Bus Shelter - Static - FY6,Live,Completed,Castor Av & Everett Av,01/05/2021,Standard,Solar,
Olney Av & Ogontz Av SW,15792,Olney Av & Ogontz Av SW,,Static Bus Shelter,8,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,Olney Av & Ogontz Av SW,12/28/2020,Standard,PECO Wood Pole,
Lansdowne Av & 75th St - FS,21484,Lansdowne Av & 75th St - FS - Shelter 2018,,Static Bus Shelter,4,Refresh D&I,Philly Bus Shelter - Static - FY6,Live,Completed,Lansdowne Av & 75th St - FS,12/21/2020,Standard,PECO Wood Pole,
56th St & Haverford Av NW,24514,56th St & Haverford Av NW,,Static Bus Shelter,4,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,56th St & Haverford Av NW,12/01/2020,Standard,Solar,
Morris St & 30th St SW,24180,Morris St & 30th St SW,,Static Bus Shelter,2,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,Morris St & 30th St SW,11/24/2020,Standard,Solar,
Morris St & 27th St SW,24183,Morris St & 27th St SW,,Static Bus Shelter,2,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,Morris St & 27th St SW,11/23/2020,Standard,PECO Wood Pole,
8th St & Arch St - Shelter 216,16289,8th St & Arch St - Shelter 216,,Static Bus Shelter,1,Refresh D&I,Philly Bus Shelter - Static - FY5,Live,Completed,8th St & Arch St - Shelter 216,11/20/2020,Standard,City Lighting,no as built
Bustleton Av & Strahle St SE,23111,Bustleton Av & Strahle St SE,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,Bustleton Av & Strahle St SE,11/13/2020,Standard,Solar,
Bustleton Av & Solly Av - Shelter 138,23109,Bustleton Av & Solly Av - Shelter 138,,Static Bus Shelter,10,Refresh D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Bustleton Av & Solly Av - Shelter 138,11/10/2020,Standard,Solar,
Olney Av & B St NE,16739,Olney Av & B St NE,,Static Bus Shelter,9,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,Olney Av & B St NE,11/03/2020,Standard,Solar,
Bustleton Av & Tomlinson Rd - Shelter 244,878,Bustleton Av & Tomlinson Rd - Shelter 244,,Static Bus Shelter,10,Refresh D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Bustleton Av & Tomlinson Rd - Shelter 244,10/15/2020,Standard,Solar,
Bustleton Av & Bleigh Av - Shelter 227,23100,Bustleton Av & Bleigh Av - Shelter 227,06/19/2020,Static Bus Shelter,10,Refresh D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Bustleton Av & Bleigh Av - Shelter 227,03/20/2020,Standard,Solar,
Bustleton Av & Rhawn St - Shelter 102 FY5,23278,Bustleton Av & Rhawn St - Shelter 102,03/20/2020,Static Bus Shelter,10,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Bustleton Av & Rhawn St - Shelter 102 FY5,03/18/2020,Standard,Solar,
Bustleton Av & Bowler St NW,23251,Bustleton Av & Bowler St NW,03/20/2020,Static Bus Shelter,10,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Bustleton Av & Bowler St NW,03/17/2020,Standard,Solar,
Bustleton Av & Glendale Av - FS - Shelter 161,23281,Bustleton Av & Glendale Av - FS - Shelter 161,03/13/2020,Static Bus Shelter,10,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Bustleton Av & Glendale Av - FS - Shelter 161,03/13/2020,Standard,Solar,
52nd St & Master St - FS SW,21694,52nd St & Master St - FS SW,03/13/2020,Static Bus Shelter,3,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,52nd St & Master St - FS SW,03/11/2020,Standard,Solar,
60th St & Master St NW,21809,60th St & Master St NW,,Static Bus Shelter,4,New Design & Install,Philly Static Bus Shelter - Future Sites,Live,Completed,60th St & Master St NW,03/11/2020,,Solar,
Bustleton Av & Lawler St - Shelter 289,23243,Bustleton Av & Lawler St - Shelter 289,03/13/2020,Static Bus Shelter,10,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Bustleton Av & Lawler St - Shelter 289,03/10/2020,Small,Solar,
Cecil B Moore Av & Broad St - Shelter 18,58,Cecil B Moore Av & Broad St - Shelter 18,03/06/2020,Static Bus Shelter,5,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Cecil B Moore Av & Broad St - Shelter 18,03/03/2020,Standard,Solar,
Ridge Av & Cathedral Rd - FS - Shelter 845,19281,Ridge Av & Cathedral Rd - FS - Shelter 845,03/06/2020,Static Bus Shelter,4,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Ridge Av & Cathedral Rd - FS - Shelter 845,03/02/2020,Standard,Solar,
Ridge Av & Shurs Ln - Shelter 105,31281,Ridge Av & Shurs Ln - Shelter 105,02/29/2020,Static Bus Shelter,4,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Ridge Av & Shurs Ln - Shelter 105,02/24/2020,Standard,Solar,
6th St & Erie Av NW,724,6th St & Erie Av NW,02/28/2020,Static Bus Shelter,7,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,6th St & Erie Av NW,02/24/2020,Standard,Solar,
5th St & Lehigh Av SE,18540,5th St & Lehigh Av SE,02/21/2020,Static Bus Shelter,7,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,5th St & Lehigh Av SE,02/20/2020,Standard,Solar,
Snyder Av & 20th St SW,1069,Snyder Av & 20th St SW,02/21/2020,Static Bus Shelter,2,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,Snyder Av & 20th St SW,02/20/2020,Standard,PECO Wood Pole,
Godfrey Av & 5th St NE,865,Godfrey Av & 5th St NE,02/21/2020,Static Bus Shelter,9,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Godfrey Av & 5th St NE,02/12/2020,Standard,Solar,
Chelten Av & Germantown Av - FS - Shelter 2027,5805,Chelten Av & Germantown Av - FS - Shelter 2027,02/14/2020,Static Bus Shelter,8,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Chelten Av & Germantown Av - FS - Shelter 2027,02/11/2020,Standard,Solar,
29th St & Allegheny Av - FS SW,4341,29th St & Allegheny Av - FS SW,02/07/2020,Static Bus Shelter,4,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,29th St & Allegheny Av - FS SW,02/03/2020,Standard,Solar,
54th St & Montgomery Av - Shelter 2007,22217,54th St & Montgomery Av - Shelter 2007,02/07/2020,Static Bus Shelter,4,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,54th St & Montgomery Av - Shelter 2007,02/03/2020,Standard,Solar,
Lindbergh Blvd & 72nd St - FS,24898,Lindbergh Blvd & 72nd St - FS,01/31/2020,Static Bus Shelter,2,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Lindbergh Blvd & 72nd St - FS,01/28/2020,Small,Solar,
12th St & Thompson St - NW,16117,12th St & Thompson St - NW,,Static Bus Shelter,,New Design & Install,Philly Digital Bus Shelter - PWD Project,Live,Completed,12th St & Thompson St - NW,01/27/2020,Small,PECO Wood Pole,no as built
11th St & Girard Av - SE,1185,11th St & Girard Av - SE,,Static Bus Shelter,5,New Design & Install,Philly Digital Bus Shelter - PWD Project,Live,Completed,11th St & Girard Av - SE,01/22/2020,Small,PECO Wood Pole,no as built
34th St & Spruce St - Shelter 280,21450,34th St & Spruce St - Shelter 280,01/24/2020,Static Bus Shelter,3,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,34th St & Spruce St - Shelter 280,01/20/2020,Small,City Lighting,112193
12th St & Market St - Shelter 2005,756,12th St & Market St - Shelter 2005,01/17/2020,Static Bus Shelter,1,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,12th St & Market St - Shelter 2005,01/14/2020,Standard,City Lighting,231095
Frankford Av & Battersby St NW,1158,Frankford Av & Battersby St NW,01/10/2020,Static Bus Shelter,6,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,Frankford Av & Battersby St NW,01/13/2020,Small,Solar,
Ogontz Av & 74th Av - Shelter 92,11111,Ogontz Av & 74th Av - Shelter 92,12/12/2019,Static Bus Shelter,9,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Ogontz Av & 74th Av - Shelter 92,01/07/2020,Small,Solar,
Wyoming Av & C St NE,22149,Wyoming Av & C St NE,12/20/2019,Static Bus Shelter,7,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,Wyoming Av & C St NE,12/31/2019,Small,Solar,
5th St & Hunting Park Av SE,18555,5th St & Hunting Park Av SE,12/12/2019,Static Bus Shelter,7,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,5th St & Hunting Park Av SE,12/20/2019,Small,Solar,
Frankford Av & Rhawn St - FS SW,957,Frankford Av & Rhawn St - FS SW,12/11/2019,Static Bus Shelter,6,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,Frankford Av & Rhawn St - FS SW,12/20/2019,Standard,Solar,
Rising Sun Av & Unruh Av - Shelter 90,16435,Rising Sun Av & Unruh Av - Shelter 90,12/02/2019,Static Bus Shelter,9,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Rising Sun Av & Unruh Av - Shelter 90,12/06/2019,Small,Solar,
76th St & City Av - FS,563,76th St & City Av - FS,11/27/2019,Static Bus Shelter,4,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,76th St & City Av - FS,12/06/2019,Standard,Solar,
Germantown Pk & Rodgers Dr - Shelter 207,30718,Germantown Pk & Rodgers Dr - Shelter 207,11/25/2019,Static Bus Shelter,4,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Germantown Pk & Rodgers Dr - Shelter 207,12/03/2019,Small,PECO Wood Pole,
29th St & Girard Av NW,92,29th St & Girard Av NW,11/22/2019,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,29th St & Girard Av NW,11/22/2019,Small,Solar,
Ridge Av & Jefferson St NW,12293,Ridge Av & Jefferson St NW,11/20/2019,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,Ridge Av & Jefferson St NW,11/22/2019,Small,Solar,
Market St & 5th St - Shelter 114,3582,Market St & 5th St - Shelter 114,,Static Bus Shelter,1,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Market St & 5th St - Shelter 114,11/18/2019,Small,Solar,
Broad St & 66th Av - Shelter 75,15574,Broad St & 66th Av - Shelter 75,,Static Bus Shelter,9,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Broad St & 66th Av - Shelter 75,11/13/2019,Small,Solar,
22nd St & South St - Shelter 429,25069,22nd St & South St - Shelter 429,,Static Bus Shelter,2,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,22nd St & South St - Shelter 429,11/08/2019,Small,PECO Wood Pole,
Spring Garden St & 8th St - Shelter 724,22041,Spring Garden St & 8th St - Shelter 724,,Static Bus Shelter,5,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Spring Garden St & 8th St - Shelter 724,11/07/2019,Small,Solar,
Cecil B Moore Av & 29th St SW,25372,Cecil B Moore Av & 29th St SW,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,Cecil B Moore Av & 29th St SW,11/05/2019,Small,PECO Wood Pole,
Lehigh Av & 22nd St - Shelter 500,20598,Lehigh Av & 22nd St - Shelter 500,,Static Bus Shelter,8,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Lehigh Av & 22nd St - Shelter 500,11/04/2019,Small,City Lighting,319082
Cecil B Moore Av & 26th St SW,25375,Cecil B Moore Av & 26th St SW,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,Cecil B Moore Av & 26th St SW,11/01/2019,Small,PECO Wood Pole,
Dauphin St & Broad St SW,646,Dauphin St & Broad St SW,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,Dauphin St & Broad St SW,11/01/2019,Small,PECO Wood Pole,
Olney Av & 20th St - FS SE (Remove Onley & 18th MBNS),15789,Olney Av & 20th St - FS SE (Remove Onley & 18th MBNS),10/31/2019,Static Bus Shelter,8,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Olney Av & 20th St - FS SE (Remove Onley & 18th MBNS),10/29/2019,Small,PECO Wood Pole,
60th St & Lansdowne Av NW,709,60th St & Lansdowne Av NW,,Static Bus Shelter,4,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,60th St & Lansdowne Av NW,10/29/2019,Standard,Solar,
Market St & 9th St NE,10341,Market St & 9th St NE,,Static Bus Shelter,1,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Market St & 9th St NE,10/29/2019,Standard,City Lighting,226606
Chestnut St & 7th St SW,6112,Chestnut St & 7th St SW,,Static Bus Shelter,1,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Chestnut St & 7th St SW,10/28/2019,Small,City Lighting,225931
29th St & Cecil B Moore Av SE,2886,29th St & Cecil B Moore Av SE,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,29th St & Cecil B Moore Av SE,10/24/2019,Small,PECO Wood Pole,
Chestnut St & 13th St SW,6059,Chestnut St & 13th St SW,,Static Bus Shelter,1,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Chestnut St & 13th St SW,10/24/2019,Small,City Lighting,225967
Chestnut St & Broad St - Shelter AA01,6115,Chestnut St & Broad St - Shelter CH14,,Static Bus Shelter,2,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Chestnut St & Broad St - Shelter AA01,10/21/2019,Small,City Lighting,226031
Chestnut St & 16th St SW,14907,Chestnut St & 16th St SW,,Static Bus Shelter,2,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Chestnut St & 16th St SW,10/18/2019,Small,City Lighting,226055
Chew Av & Penn Blvd SW,15779,Chew Av & Penn Blvd SW,,Static Bus Shelter,8,New Design & Install,Philly Bus Shelter - Static - FY5,Live,Completed,Chew Av & Penn Blvd SW,10/18/2019,Small,PECO Wood Pole,
Market St & 10th St NE,10257,Market St & 10th St NE,,Static Bus Shelter,1,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Market St & 10th St NE,10/17/2019,Standard,City Lighting,226617
Spruce St & 60th St - FS - Shelter 518,670,Spruce St & 60th St - FS - Shelter 518,,Static Bus Shelter,3,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Spruce St & 60th St - FS - Shelter 518,10/16/2019,Standard,PECO Wood Pole,
Market St & 7th St - MBFS,30080,Market St & 7th St - MBFS,,Static Bus Shelter,1,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Market St & 7th St - MBFS,10/15/2019,Small,City Lighting,226593
Market St & 10th St NW,NJT4,Market St & 10th St NW,,Static Bus Shelter,1,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Market St & 10th St NW,10/14/2019,Standard,City Lighting,226624
Market St & 9th St NW,NJT3,Market St & 9th St NW,,Static Bus Shelter,1,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Market St & 9th St NW,09/13/2019,Standard,City Lighting,226612
Erie Av & Kensington Av - FS - Shelter 86,827,Erie Av & Kensington Av - FS - Shelter 86,,Static Bus Shelter,7,Conversion D&I,Philly Bus Shelter - Static - FY5,Live,Completed,Erie Av & Kensington Av - FS - Shelter 86,09/05/2019,High Rider,PECO Wood Pole,
Chelten Av & Germantown Av - Shelter 2026,15664,Chelten Av & Germantown Av - Shelter 2026,,Static Bus Shelter,8,Conversion D&I,Philly Bus Shelter - Static - FY4,Live,Completed,Chelten Av & Germantown Av - Shelter 2026,08/29/2019,Standard,PECO MH,
JFK Blvd & 17th St NE,8936,JFK Blvd & 17th St NE,,Static Bus Shelter,5,Conversion D&I,Philly Bus Shelter - Static - FY4,Live,Completed,JFK Blvd & 17th St NE,06/07/2019,High Rider,City Lighting,227484
Market St & 9th St - MBFS,30081,Market St & 9th St - MBFS,,IxNSight Single Bus Shelter,1,Conversion D&I,Philly Bus Shelter - Digital - FY4,Live,Completed,Market St & 9th St - MBFS,06/04/2019,Standard,City Lighting,no as built
Market St & 7th St NW,NJT1,Market St & 7th St NW,,Static Bus Shelter,5,Conversion D&I,Philly Bus Shelter - Static - FY4,Live,Completed,Market St & 7th St NW,04/18/2019,Standard,City Lighting,226591
33rd St & Dauphin St - Shelter 180,16549,33rd St & Dauphin St - Shelter 180,,Static Bus Shelter,4,Conversion D&I,Philly Bus Shelter - Static - FY4,Live,Completed,33rd St & Dauphin St - Shelter 180,03/07/2019,Standard,City Lighting,306331
Market St & 8th St NE,10338,Market St & 8th St NE,,Static Bus Shelter,1,Conversion D&I,Philly Bus Shelter - Static - FY4,Live,Completed,Market St & 8th St NE,03/06/2019,Standard,City Lighting,226595
Ridge Ave & Jefferson St SE,17874,Ridge Ave & Jefferson St SE,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY4,Live,Completed,Ridge Ave & Jefferson St SE,01/18/2019,Standard,PECO Wood Pole,
Market St & 11th St - MBNS - Shelter 1002,10259,Market St & 11th St - MBNS - Shelter 1002,,IxNSight Single Bus Shelter,1,Conversion D&I,Philly Bus Shelter - Digital - FY4,Live,Completed,Market St & 11th St - MBNS - Shelter 1002,10/29/2018,Standard,City Lighting,226635
Chestnut St & 12th St SW,6058,COP-Chestnut St & 12th St SW-PN53,,IxNSight Single Bus Shelter,1,Conversion D&I,Philly Bus Shelter - Digital - FY4,Live,Completed,Chestnut St & 12th St SW,09/18/2018,Small,City Lighting,225961
COP-19th & JFK-PN52,21319,COP-19th & JFK-PN52,,IxNSight Single Bus Shelter,5,New Design & Install,Philly Bus Shelter - Digital - FY3,Live,Completed,COP-19th & JFK-PN52,08/31/2018,,,no as built
COP-Chestnut St & 15th St SW-PN55,6060,COP-Chestnut St & 15th St SW-PN55,,IxNSight Single Bus Shelter,2,New Design & Install,Philly Bus Shelter - Digital - FY3,Live,Completed,COP-Chestnut St & 15th St SW-PN55,08/31/2018,,City Lighting,226043
COP-Chestnut St & 6th St SW-PN58,6111,COP-Chestnut St & 6th St SW-PN58,,IxNSight Single Bus Shelter,1,New Design & Install,Philly Bus Shelter - Digital - FY3,Live,Completed,COP-Chestnut St & 6th St SW-PN58,08/31/2018,,City Lighting,225925
COP-Chestnut St & 17th St SW-PN54,6061,COP-Chestnut St & 17th St SW-PN54,,IxNSight Single Bus Shelter,5,New Design & Install,Philly Bus Shelter - Digital - FY3,Live,Completed,COP-Chestnut St & 17th St SW-PN54,08/30/2018,,City Lighting,226066
COP-Market St & 9th-PBS1,10340,COP-Market St & 9th-PBS1,,IxNSight Single Bus Shelter,1,New Design & Install,Philly Bus Shelter - Digital - FY3,Live,Completed,COP-Market St & 9th-PBS1,08/29/2018,,,no as built
COP-Chestnut St & 8th St SW-PN56,6113,COP-Chestnut St & 8th St SW-PN56,,IxNSight Single Bus Shelter,1,New Design & Install,Philly Bus Shelter - Digital - FY3,Live,Completed,COP-Chestnut St & 8th St SW-PN56,08/28/2018,,City Lighting,225937
Ogontz Av & Stenton Av - Shelter 2127,80,Ogontz Av & Stenton Av - Shelter 2127,,Static Bus Shelter,9,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Ogontz Av & Stenton Av - Shelter 2127,08/20/2018,,City Lighting,419657
Torresdale Av & Cheltenham Av - Shelter 167,17980,Torresdale Av & Cheltenham Av - Shelter 167,,Static Bus Shelter,6,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Torresdale Av & Cheltenham Av - Shelter 167,08/20/2018,,,no as built
52nd St & Baltimore Av - Shelter 2126,777,52nd St & Baltimore Av - Shelter 2126,,Static Bus Shelter,3,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,52nd St & Baltimore Av - Shelter 2126,08/17/2018,,,no as built
Haverford Av & 59th St - Shelter 2129,558,Haverford Av & 59th St - Shelter 2129,,Static Bus Shelter,4,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Haverford Av & 59th St - Shelter 2129,08/17/2018,,,no as built
Ridge Av & Girard Av - Shelter 2125,917,Ridge Av & Girard Av - Shelter 2125,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Ridge Av & Girard Av - Shelter 2125,08/16/2018,,City Lighting,301321
Germantown Av & Sedgwick St - Shelter 191,17402,Germantown Av & Sedgwick St - Shelter 191,,Static Bus Shelter,8,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Germantown Av & Sedgwick St - Shelter 191,08/14/2018,,,no as built
Cottman Av & Ditman St - Shelter 2128,1021,Cottman Av & Ditman St - Shelter 2128,,Static Bus Shelter,6,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Cottman Av & Ditman St - Shelter 2128,08/10/2018,,,no as built
Vine St & 57th St - Shelter 2124,24466,Vine St & 57th St - Shelter 2124,,Static Bus Shelter,4,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Vine St & 57th St - Shelter 2124,08/09/2018,,,no as built
COP-JFK & 15th St-PN59,17842,COP-JFK & 15th St-PN59,,IxNSight Single Bus Shelter,5,New Design & Install,Philly Bus Shelter - Digital - FY3,Live,Completed,COP-JFK & 15th St-PN59,08/08/2018,,,no as built
JFK Blvd & 15th St - Shelter 551,17842,JFK Blvd & 15th St - Shelter 551,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,JFK Blvd & 15th St - Shelter 551,08/07/2018,,,no as built
52nd St & Wyalusing Av - FS - Shelter 2123,21696,52nd St & Wyalusing Av - FS - Shelter 2123,,Static Bus Shelter,3,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,52nd St & Wyalusing Av - FS - Shelter 2123,08/03/2018,,,no as built
Belmont Av & Mantua Av - Shelter 303,30846,Belmont Av & Mantua Av - Shelter 303,,Static Bus Shelter,3,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Belmont Av & Mantua Av - Shelter 303,07/31/2018,,,no as built
Allegheny Av & 23rd St - Shelter 2122,15013,Allegheny Av & 23rd St - Shelter 2122,,Static Bus Shelter,8,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Allegheny Av & 23rd St - Shelter 2122,07/30/2018,,,no as built
Allegheny Av & E St - Shelter 2121,4362,Allegheny Av & E St - Shelter 2121,,Static Bus Shelter,7,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Allegheny Av & E St - Shelter 2121,07/30/2018,,,no as built
Chestnut St & 34th St - Shelter 35,21354,Chestnut St & 34th St - Shelter 35,,Static Bus Shelter,3,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Chestnut St & 34th St - Shelter 35,07/27/2018,,,no as built
Market St & 23rd St - Shelter 2120,10282,Market St & 23rd St - Shelter 2120,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Market St & 23rd St - Shelter 2120,07/27/2018,,Solar,
